Date,High,Low,Open,Close,Volume,Adj Close,TP,CCI,20SMA,40SMA,50SMA,100SMA,60VMA,R1,R2,R3
2018-03-19,6.1500000953674325,5.550000190734863,5.6500000953674325,5.929999828338622,112100,5.929999828338622,5.8766667048136405,,,,,,,,,
2018-03-20,6.25,5.0,6.25,5.1599998474121085,86600,5.1599998474121085,5.469999949137371,,,,,,,,,
2018-03-21,5.78000020980835,5.0900001525878915,5.130000114440918,5.6500000953674325,87300,5.6500000953674325,5.506666819254559,,,,,,,6.380000114440918,7.380000114440918,0.0
2018-03-22,5.989999771118164,5.6500000953674325,5.739999771118164,5.988999843597412,84100,5.988999843597412,5.876333236694336,,,,,,,6.380000114440918,7.380000114440918,0.0
2018-03-23,6.0,5.449999809265137,5.949999809265138,5.980000019073486,90000,5.980000019073486,5.809999942779541,38.732026860964474,,,,,,6.380000114440918,7.380000114440918,0.0
2018-03-26,6.0,5.489999771118164,6.0,5.679999828338622,67900,5.679999828338622,5.723333199818928,20.3187154801873,,,,,,6.380000114440918,7.380000114440918,0.0
2018-03-27,6.079999923706055,5.599999904632568,5.599999904632568,5.800000190734862,109400,5.800000190734862,5.826666673024494,48.69431093542454,,,,,,6.380000114440918,7.380000114440918,0.0
2018-03-28,6.0,5.630000114440918,5.800000190734862,5.889999866485598,88200,5.889999866485598,5.83999999364217,42.40974822712521,,,,,,6.380000114440918,7.380000114440918,0.0
2018-03-29,6.0,5.829999923706055,5.8499999046325675,5.949999809265138,99700,5.949999809265138,5.926666577657063,143.93925026438296,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-02,5.980000019073486,5.550000190734863,5.860000133514402,5.829999923706055,92700,5.829999923706055,5.786666711171467,-43.14710061262675,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-03,6.0,5.852000236511231,5.869999885559082,6.0,102300,6.0,5.950666745503742,97.12019673042101,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-04,5.96999979019165,5.699999809265138,5.699999809265138,5.949999809265138,96200,5.949999809265138,5.8733331362406425,-2.8131535235556093,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-05,5.989999771118164,5.860000133514402,5.880000114440918,5.980000019073486,86400,5.980000019073486,5.9433333079020185,59.47578706925938,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-06,5.96999979019165,5.6599998474121085,5.6599998474121085,5.880000114440918,84500,5.880000114440918,5.836666584014893,-50.17748665965243,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-09,6.0,5.75,5.940000057220459,5.949999809265138,81300,5.949999809265138,5.899999936421713,-1.4430088897094622,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-10,6.0,5.699999809265138,6.0,6.0,85700,6.0,5.899999936421713,21.806874406919338,,,,,,6.380000114440918,7.380000114440918,0.0
2018-04-11,6.5999999046325675,5.769999980926514,5.769999980926514,6.5,105000,6.5,6.289999961853027,166.666666666665,,,,,,7.380000114440918,0.0,0.0
2018-04-12,6.5999999046325675,6.301000118255615,6.360000133514402,6.550000190734862,78700,6.550000190734862,6.483666737874348,109.81079464988346,,,,,,7.380000114440918,0.0,0.0
2018-04-13,6.889999866485598,6.35099983215332,6.449999809265138,6.550000190734862,89800,6.550000190734862,6.596999963124592,90.49945515430382,,,,,,7.380000114440918,0.0,0.0
2018-04-16,6.889999866485598,6.460000038146973,6.619999885559082,6.5,84100,6.5,6.6166666348775225,70.56878740072554,5.985949969291687,,,,,7.380000114440918,0.0,0.0
2018-04-17,7.199999809265138,6.170000076293945,6.170000076293945,6.9099998474121085,82600,6.9099998474121085,6.759999910990398,107.87729191869343,6.0349499702453615,,,,,7.380000114440918,0.0,0.0
2018-04-18,7.800000190734862,6.5,6.789999961853027,7.619999885559082,88800,7.619999885559082,7.306666692097981,164.52790606186355,6.15794997215271,,,,,0.0,0.0,0.0
2018-04-19,8.340000152587889,7.414000034332275,7.861999988555907,7.800000190734862,64000,7.800000190734862,7.851333459218342,124.39686554866829,6.265449976921081,,,,,0.0,0.0,0.0
2018-04-20,8.90999984741211,7.510000228881836,7.869999885559082,7.6500000953674325,78500,7.6500000953674325,8.023333390553793,94.78655561872615,6.348499989509582,,,,,0.0,0.0,0.0
2018-04-23,7.5999999046325675,6.929999828338622,7.5999999046325675,7.25,83800,7.25,7.259999910990398,-30.22175610090537,6.411999988555907,,,,,7.380000114440918,0.0,0.0
2018-04-24,7.820000171661378,6.886000156402588,6.886000156402588,7.440000057220459,87900,7.440000057220459,7.3820001284281425,-40.84672792075734,6.5,,,,,0.0,0.0,0.0
2018-04-25,7.630000114440918,7.050000190734862,7.4000000953674325,7.380000114440918,84100,7.380000114440918,7.353333473205566,-50.61160268110215,6.578999996185303,,,,,0.0,0.0,0.0
2018-04-26,7.960000038146973,7.0,7.4099998474121085,7.360000133514402,94900,7.360000133514402,7.440000057220459,-16.219380175478307,6.652500009536742,,,,,7.380000114440918,0.0,0.0
2018-04-27,7.8400001525878915,7.190000057220459,7.190000057220459,7.6500000953674325,84400,7.6500000953674325,7.5600001017252625,132.87099451453665,6.737500023841858,,,,,0.0,0.0,0.0
2018-04-30,8.439999580383299,7.050000190734862,7.579999923706055,7.760000228881836,73800,7.760000228881836,7.749999999999999,133.45995318446958,6.834000039100647,,,,,0.0,0.0,0.0
2018-05-01,8.029999732971191,7.401000022888184,7.46999979019165,7.889999866485598,78300,7.889999866485598,7.773666540781658,88.62265774830955,6.9285000324249255,,,,,0.0,0.0,0.0
2018-05-02,7.949999809265138,7.4000000953674325,7.4000000953674325,7.809999942779541,58400,7.809999942779541,7.719999949137371,39.929773168088225,7.021500039100647,,,,,0.0,0.0,0.0
2018-05-03,8.060000419616701,7.5,7.5999999046325675,7.8499999046325675,76800,7.8499999046325675,7.803333441416424,83.87945715272943,7.115000033378601,,,,,0.0,0.0,0.0
2018-05-04,8.0,7.679999828338622,7.75,7.960000038146973,78200,7.960000038146973,7.879999955495197,140.1064671636144,7.219000029563904,,,,,0.0,0.0,0.0
2018-05-07,8.5,7.570000171661378,8.5,7.71999979019165,80200,7.71999979019165,7.929999987284344,108.25360538402744,7.307500028610231,,,,,0.0,0.0,0.0
2018-05-08,8.0,7.699999809265138,7.710000038146973,7.829999923706055,78800,7.829999923706055,7.8433332443237305,9.049698905553637,7.399000024795532,,,,,0.0,0.0,0.0
2018-05-09,8.060000419616701,7.75,7.829999923706055,8.060000419616701,68600,8.060000419616701,7.956666946411134,101.64852679358042,7.477000045776367,,,,,0.0,0.0,0.0
2018-05-10,8.0,7.75,8.0,7.75,75200,7.75,7.833333333333332,-84.34946939370656,7.537000036239624,,,,,0.0,0.0,0.0
2018-05-11,7.8499999046325675,7.639999866485598,7.8499999046325675,7.710000038146973,79400,7.710000038146973,7.733333269755048,-124.99992115798108,7.595000028610229,,,,,0.0,0.0,0.0
2018-05-14,7.829999923706055,7.420000076293945,7.75,7.614999771118164,94100,7.614999771118164,7.621666590372722,-122.05268317390774,7.650750017166137,6.818349993228912,,,,0.0,0.0,0.0
2018-05-15,7.760000228881836,7.4000000953674325,7.570000171661378,7.4099998474121085,94800,7.4099998474121085,7.523333390553793,-108.64317384716742,7.675750017166138,6.855349993705749,,,,0.0,0.0,0.0
2018-05-16,7.679999828338622,7.3499999046325675,7.4000000953674325,7.389999866485598,50900,7.389999866485598,7.473333199818928,-93.20429621194496,7.664250016212463,6.911099994182588,,,,0.0,0.0,0.0
2018-05-17,7.539999961853027,7.179999828338622,7.5,7.21999979019165,74100,7.21999979019165,7.313333193461101,-126.68208385132814,7.635249996185303,6.950349986553192,,,,7.380000114440918,0.0,0.0
2018-05-18,7.3499999046325675,7.070000171661378,7.3499999046325675,7.199999809265138,72600,7.199999809265138,7.2066666285196925,-109.84092537616456,7.612749981880188,6.980624985694885,,,,7.380000114440918,0.0,0.0
2018-05-21,7.300000190734862,7.0,7.151999950408936,7.28000020980835,74300,7.28000020980835,7.193333466847736,-79.2465470649175,7.614249992370605,7.013124990463258,,,,7.380000114440918,0.0,0.0
2018-05-22,7.289999961853027,6.9000000953674325,7.289999961853027,6.9000000953674325,68500,6.9000000953674325,7.030000050862629,-118.51856404374712,7.587249994277954,7.043624997138977,,,,7.380000114440918,0.0,0.0
2018-05-23,7.21999979019165,6.620999813079834,6.949999809265138,6.6500000953674325,66100,6.6500000953674325,6.830333232879639,-128.40891837886443,7.5507499933242785,7.064874994754791,,,,7.380000114440918,0.0,0.0
2018-05-24,6.925000190734862,6.5999999046325675,6.829999923706055,6.679999828338622,65000,6.679999828338622,6.734999974568684,-101.68923844531572,7.516749978065491,7.084624993801117,,,,7.380000114440918,0.0,0.0
2018-05-25,6.820000171661378,6.263000011444093,6.699999809265138,6.610000133514402,57100,6.610000133514402,6.564333438873291,-105.87199892500756,7.464749979972839,7.101125001907349,,,,7.380000114440918,0.0,0.0
2018-05-29,6.570000171661378,6.1500000953674325,6.210000038146973,6.190000057220459,43000,6.190000057220459,6.303333441416424,-125.35962426964956,7.386249971389772,7.110125005245209,6.845279989242552,,,6.380000114440918,7.380000114440918,0.0
2018-05-30,6.3499999046325675,5.860000133514402,6.170000076293945,5.949999809265138,62700,5.949999809265138,6.053333282470702,-115.99430945049198,7.289249968528748,7.1088750004768375,6.845679988861084,,,6.380000114440918,7.380000114440918,0.0
2018-05-31,6.139999866485598,5.25,5.9000000953674325,5.599999904632568,60800,5.599999904632568,5.663333257039387,-123.40401726281405,7.178749966621399,7.100125002861023,6.854479990005492,,,6.380000114440918,7.380000114440918,0.0
2018-06-01,5.9000000953674325,5.572999954223633,5.599999904632568,5.739999771118164,63300,5.739999771118164,5.737666606903076,-73.70145914797888,7.073249959945679,7.09412499666214,6.856279983520508,,,6.380000114440918,7.380000114440918,0.0
2018-06-04,6.610000133514402,5.6500000953674325,5.888000011444093,5.929999828338622,59700,5.929999828338622,6.0633333524068185,31.327690329521577,6.971749949455261,7.095374989509582,6.855099983215332,,,6.380000114440918,7.380000114440918,0.0
2018-06-05,6.039999961853027,5.730000019073486,5.960000038146973,5.9099998474121085,80700,5.9099998474121085,5.893333276112872,5.106090495358151,6.881249952316284,7.0943749904632565,6.853699979782103,,,6.380000114440918,7.380000114440918,0.0
2018-06-06,7.789999961853027,6.010000228881836,6.010000228881836,6.630000114440918,59600,6.630000114440918,6.8100001017252625,160.50658149364554,6.821249961853027,7.11012499332428,6.87269998550415,,,7.380000114440918,0.0,0.0
2018-06-07,7.3499999046325675,6.5,6.980000019073486,6.550000190734862,64700,6.550000190734862,6.800000031789143,82.56758437167203,6.745749950408936,7.111374998092653,6.887699985504152,,,7.380000114440918,0.0,0.0
2018-06-08,6.9689998626708975,5.800000190734862,6.699999809265138,6.541999816894531,75700,6.541999816894531,6.4369999567667655,7.15487106884008,6.685349941253662,7.111174988746643,6.900739984512329,,,7.380000114440918,0.0,0.0
2018-06-11,7.309999942779541,6.420000076293945,6.789999961853027,6.940000057220459,85600,6.940000057220459,6.890000025431316,67.33460069628669,6.6468499422073375,7.120924985408782,6.920539989471434,,,7.380000114440918,0.0,0.0
2018-06-12,6.989999771118164,6.0999999046325675,6.989999771118164,6.4000000953674325,54600,6.4000000953674325,6.4966665903727225,-72.02769909601709,6.5860999584198,7.1184249877929675,6.9319399929046615,,78943.33333333331,7.380000114440918,0.0,0.0
2018-06-13,7.460000038146973,6.019999980926514,7.03000020980835,6.090000152587893,37200,6.090000152587893,6.523333390553793,-40.996673567339,6.5200999736785885,7.097924995422362,6.9337399959564205,,77695.0,6.380000114440918,7.380000114440918,0.0
2018-06-14,6.300000190734862,5.8499999046325675,6.079999923706055,6.300000190734862,40300,6.300000190734862,6.1500000953674325,-140.47920005887627,6.465599989891052,7.064925003051758,6.940740003585815,,76923.33333333331,6.380000114440918,7.380000114440918,0.0
2018-06-15,6.440000057220459,5.989999771118164,6.440000057220459,6.019999980926514,33700,6.019999980926514,6.149999936421713,-83.33335601394549,6.405599999427795,7.020424997806549,6.941540002822876,,76030.0,6.380000114440918,7.380000114440918,0.0
