Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,87.68000030517578,86.93000030517578,87.43000030517578,87.37999725341797,574300.0,86.24349975585938
2018-01-03,87.62999725341797,86.62999725341797,87.27999877929688,87.04000091552734,574000.0,85.90791320800781
2018-01-04,88.52999877929688,87.08000183105469,87.33000183105469,88.22000122070312,863100.0,87.07260131835938
2018-01-05,89.93000030517578,88.06999969482422,88.66000366210938,89.91000366210938,996600.0,88.7406005859375
2018-01-08,92.19999694824219,89.8499984741211,90.25,92.08000183105469,783300.0,90.88236236572266
2018-01-09,93.16999816894531,92.08999633789062,92.27999877929688,92.6500015258789,967100.0,91.44493865966797
2018-01-10,93.12000274658203,92.2300033569336,92.51000213623047,92.70999908447266,883100.0,91.5041732788086
2018-01-11,94.1500015258789,92.70999908447266,93.16999816894531,94.1500015258789,1392500.0,92.92543029785156
2018-01-12,96.69999694824219,94.30000305175781,94.56999969482422,96.55000305175781,812300.0,95.29422760009766
2018-01-16,99.16999816894531,96.88999938964844,97.48999786376953,97.26000213623047,1475200.0,95.99501037597656
2018-01-17,99.02999877929688,97.62999725341797,97.91000366210938,98.75,1308400.0,97.46562194824219
2018-01-18,99.33999633789062,97.58000183105469,99.33999633789062,97.66000366210938,1115100.0,96.38980102539062
2018-01-19,99.41999816894531,98.05000305175781,98.41000366210938,98.61000061035156,1259300.0,97.32743835449219
2018-01-22,100.08000183105469,98.18000030517578,98.72000122070312,100.05000305175781,550600.0,98.74870300292969
2018-01-23,100.62999725341797,98.91999816894531,100.3499984741211,99.58999633789062,722300.0,98.294677734375
2018-01-24,100.58000183105469,99.19000244140625,99.77999877929688,99.83999633789062,832700.0,98.54141998291016
2018-01-25,100.83000183105469,99.66999816894531,100.29000091552734,100.5199966430664,742300.0,99.21259307861328
2018-01-26,101.52999877929688,99.94999694824219,100.70999908447266,101.41000366210938,847400.0,100.09103393554688
2018-01-29,103.44999694824219,101.70999908447266,101.70999908447266,102.25,977600.0,100.92008209228516
2018-01-30,102.18000030517578,100.66999816894531,101.44000244140625,101.94999694824219,1046000.0,100.62398529052734
2018-01-31,105.19999694824219,102.30000305175781,103.33000183105469,102.36000061035156,1533900.0,101.02867889404297
2018-02-01,103.81999969482422,101.41999816894531,102.08000183105469,102.93000030517578,1536500.0,101.59124755859375
2018-02-02,103.18000030517578,93.01000213623047,103.18000030517578,93.87000274658203,2697000.0,92.64907836914062
2018-02-05,94.08000183105469,87.12000274658203,93.0,88.55999755859375,1902000.0,87.40814208984375
2018-02-06,89.7300033569336,85.6500015258789,87.05000305175781,88.31999969482422,2172300.0,87.1712646484375
2018-02-07,91.29000091552734,88.29000091552734,88.30000305175781,90.33999633789062,1536000.0,89.16500091552734
2018-02-08,91.1500015258789,85.81999969482422,91.0,85.8499984741211,1806600.0,84.7333984375
2018-02-09,87.5199966430664,84.37999725341797,86.87999725341797,86.83999633789062,1174600.0,85.71053314208984
2018-02-12,90.55000305175781,87.43000030517578,87.43000030517578,89.48999786376953,1527500.0,88.3260498046875
2018-02-13,91.19000244140625,88.73999786376953,89.08999633789062,90.69999694824219,1667200.0,89.52030944824219
2018-02-14,92.4000015258789,89.75,89.94000244140625,92.08999633789062,979500.0,90.89221954345703
2018-02-15,93.58999633789062,91.75,92.97000122070312,92.63999938964844,781000.0,91.43507385253906
2018-02-16,93.3499984741211,91.87000274658203,92.6500015258789,92.3499984741211,778500.0,91.14884948730469
2018-02-20,93.1500015258789,90.43000030517578,91.5999984741211,90.66000366210938,864200.0,89.4808349609375
2018-02-21,93.55999755859375,90.48999786376953,90.72000122070312,92.02999877929688,868300.0,90.83301544189453
2018-02-22,92.75,91.08000183105469,92.2699966430664,91.29000091552734,715200.0,90.10264587402344
2018-02-23,92.63999938964844,91.54000091552734,92.05999755859375,92.38999938964844,609300.0,91.18832397460938
2018-02-26,92.81999969482422,91.5999984741211,92.69999694824219,92.11000061035156,675600.0,90.91197204589844
2018-02-27,92.93000030517578,90.61000061035156,91.97000122070312,90.7300033569336,1222600.0,89.5499267578125
2018-02-28,93.27999877929688,91.12000274658203,91.43000030517578,91.29000091552734,1545800.0,90.10264587402344
2018-03-01,91.45999908447266,87.66999816894531,91.41000366210938,88.95999908447266,1542800.0,87.80294036865234
2018-03-02,89.01000213623047,87.5999984741211,87.87000274658203,88.54000091552734,1452200.0,87.38842010498047
2018-03-05,88.56999969482422,86.33999633789062,87.8499984741211,87.56999969482422,1132300.0,86.4310302734375
2018-03-06,88.2300033569336,87.08999633789062,87.86000061035156,87.83999633789062,1538500.0,86.69752502441406
2018-03-07,88.80999755859375,86.01000213623047,86.77999877929688,88.5,534900.0,87.34893035888672
2018-03-08,89.0,87.58000183105469,88.77999877929688,88.69999694824219,485700.0,87.54633331298828
2018-03-09,91.13999938964844,88.5,89.41000366210938,91.01000213623047,838900.0,89.8262710571289
2018-03-12,91.44000244140625,89.6500015258789,91.27999877929688,90.83999633789062,1418500.0,89.65850067138672
2018-03-13,91.43000030517578,90.43000030517578,91.2300033569336,91.0199966430664,1004600.0,89.83615112304688
2018-03-14,91.55000305175781,86.16999816894531,91.23999786376953,86.27999877929688,1616700.0,85.15780639648438
2018-03-15,87.37999725341797,84.83000183105469,86.41999816894531,86.4000015258789,1055500.0,85.27626037597656
2018-03-16,87.22000122070312,84.19000244140625,86.08000183105469,85.47000122070312,1637200.0,84.45609283447266
2018-03-19,87.37999725341797,84.80000305175781,85.66000366210938,85.66000366210938,987300.0,84.64382934570312
2018-03-20,86.77999877929688,85.51000213623047,85.86000061035156,86.0,1137500.0,84.97980499267578
2018-03-21,87.30999755859375,85.4000015258789,85.95999908447266,86.3499984741211,937100.0,85.32565307617188
2018-03-22,86.83000183105469,83.2300033569336,85.4800033569336,83.45999908447266,923400.0,82.4699478149414
2018-03-23,85.4000015258789,82.88999938964844,83.16000366210938,83.18000030517578,720700.0,82.19325256347656
2018-03-26,85.7300033569336,83.97000122070312,84.68000030517578,85.4000015258789,510000.0,84.3869400024414
2018-03-27,86.05000305175781,82.87000274658203,85.56999969482422,83.37000274658203,812200.0,82.3810043334961
2018-03-28,83.75,81.73999786376953,83.23999786376953,82.56999969482422,689600.0,81.59049224853516
2018-03-29,85.23999786376953,82.73999786376953,83.37000274658203,83.69999694824219,1030500.0,82.70710754394531
2018-04-02,83.4800033569336,79.55000305175781,83.47000122070312,81.37999725341797,906700.0,80.41459655761719
2018-04-03,83.63999938964844,81.62000274658203,82.0199966430664,82.91999816894531,1315600.0,81.93634033203125
2018-04-04,82.56999969482422,79.69000244140625,80.75,82.54000091552734,1333100.0,81.56085205078125
2018-04-05,84.26000213623047,82.83999633789062,83.30000305175781,83.98999786376953,927200.0,82.99363708496094
2018-04-06,83.16000366210938,79.54000091552734,82.94999694824219,80.56999969482422,1156800.0,79.61421966552734
2018-04-09,81.98999786376953,79.19999694824219,81.43000030517578,79.3499984741211,832900.0,78.40867614746094
2018-04-10,81.12999725341797,79.05000305175781,80.5199966430664,79.58999633789062,2183600.0,78.64583587646484
2018-04-11,80.44999694824219,78.58000183105469,79.12000274658203,79.16999816894531,1054500.0,78.23081970214844
2018-04-12,80.44999694824219,79.05000305175781,79.51000213623047,79.94999694824219,1093300.0,79.0015640258789
2018-04-13,80.37000274658203,78.55000305175781,80.31999969482422,78.68000030517578,1192900.0,77.74662780761719
2018-04-16,79.72000122070312,78.38999938964844,79.16000366210938,78.87999725341797,1230900.0,77.94426727294922
2018-04-17,80.86000061035156,79.37000274658203,79.62000274658203,79.83999633789062,854000.0,78.89288330078125
2018-04-18,81.58000183105469,79.66999816894531,80.4800033569336,80.5999984741211,1490400.0,79.64385986328125
2018-04-19,81.66999816894531,80.18000030517578,80.61000061035156,81.30999755859375,940200.0,80.3454360961914
2018-04-20,81.55999755859375,80.2300033569336,81.1500015258789,80.51000213623047,519100.0,79.554931640625
2018-04-23,81.33999633789062,80.08000183105469,80.97000122070312,80.58000183105469,445000.0,79.62409210205078
2018-04-24,81.37999725341797,77.54000091552734,81.2300033569336,78.97000122070312,1014600.0,78.033203125
2018-04-25,79.3499984741211,77.79000091552734,79.0,78.86000061035156,1271600.0,77.92449951171875
2018-04-26,80.80000305175781,78.33000183105469,79.26000213623047,80.0,1411700.0,79.05097198486328
2018-04-27,80.23999786376953,78.86000061035156,79.87000274658203,80.0199966430664,1410900.0,79.07074737548828
2018-04-30,80.79000091552734,79.29000091552734,80.0,80.37000274658203,1547200.0,79.41658782958984
2018-05-01,79.93000030517578,77.91999816894531,79.93000030517578,79.3499984741211,1422200.0,78.40867614746094
2018-05-02,86.44000244140625,80.1500015258789,80.1500015258789,83.88999938964844,2271800.0,82.89484405517578
2018-05-03,83.41999816894531,80.58999633789062,83.38999938964844,82.19999694824219,1592200.0,81.22488403320312
2018-05-04,84.01000213623047,81.66000366210938,81.66000366210938,83.55000305175781,725500.0,82.5588607788086
2018-05-07,84.76000213623047,83.05000305175781,83.97000122070312,83.5199966430664,2002600.0,82.52921295166016
2018-05-08,85.37999725341797,83.7699966430664,84.0199966430664,84.95999908447266,1801000.0,83.95213317871094
2018-05-09,85.93000030517578,84.51000213623047,85.4000015258789,84.91999816894531,863900.0,83.91260528564453
2018-05-10,85.08000183105469,83.80999755859375,84.80999755859375,84.1500015258789,722000.0,83.15176391601562
2018-05-11,84.58999633789062,83.5199966430664,84.1500015258789,84.2699966430664,1421600.0,83.27032470703125
2018-05-14,85.0,84.0199966430664,84.44999694824219,84.08999633789062,1398100.0,83.09246826171875
2018-05-15,84.55999755859375,83.48999786376953,83.51000213623047,84.0199966430664,1086000.0,83.0232925415039
2018-05-16,85.62000274658203,83.76000213623047,84.81999969482422,83.87000274658203,989400.0,82.87506866455078
2018-05-17,85.87999725341797,83.79000091552734,83.79000091552734,85.62000274658203,781200.0,84.60431671142578
2018-05-18,87.0999984741211,84.93000030517578,85.37000274658203,86.83000183105469,610200.0,85.7999496459961
2018-05-21,88.44999694824219,87.20999908447266,87.66000366210938,87.86000061035156,664200.0,86.81773376464844
2018-05-22,88.30000305175781,87.0999984741211,88.25,87.12000274658203,609300.0,86.0865249633789
2018-05-23,87.23999786376953,86.0199966430664,86.30000305175781,87.04000091552734,449500.0,86.00746154785156
2018-05-24,87.87999725341797,86.66999816894531,86.66999816894531,87.37000274658203,594900.0,86.33356475830078
2018-05-25,87.30000305175781,86.2699966430664,86.86000061035156,86.6500015258789,463200.0,85.62208557128906
2018-05-29,86.2699966430664,83.72000122070312,86.2699966430664,84.5199966430664,910500.0,83.5173568725586
2018-05-30,85.81999969482422,83.5,84.80000305175781,85.3499984741211,860500.0,84.3375015258789
2018-05-31,86.0,84.55000305175781,85.4000015258789,84.70999908447266,1059500.0,83.7051010131836
2018-06-01,87.05999755859375,85.0,85.0,86.5199966430664,1238500.0,85.4936294555664
2018-06-04,87.58000183105469,86.11000061035156,86.69999694824219,86.33000183105469,1045100.0,85.30587768554688
2018-06-05,86.4800033569336,85.05999755859375,86.43000030517578,85.55999755859375,1201500.0,84.54502868652344
