Date,High,Low,Open,Close,Volume,Adj Close,TP,CCI,20SMA,40SMA,50SMA,100SMA,60VMA
2018-01-02,19.950000762939453,18.940000534057614,18.950000762939453,19.799999237060547,41300.0,18.564655303955078,19.56333351135254,,,,,,
2018-01-03,20.0,19.149999618530273,19.850000381469727,19.649999618530273,60600.0,18.42401885986328,19.599999745686848,,,,,,
2018-01-04,19.96999931335449,19.020000457763672,19.700000762939453,19.399999618530273,35900.0,18.189617156982425,19.46333312988281,,,,,,
2018-01-05,20.790000915527344,19.350000381469727,19.350000381469727,20.649999618530273,76400.0,19.36162757873535,20.263333638509113,,,,,,
2018-01-08,20.950000762939453,20.25,20.899999618530273,20.75,69500.0,19.45538902282715,20.650000254313152,112.69743251974806,,,,,
2018-01-09,20.82999992370605,19.5,20.75,19.700000762939453,23400.0,18.47089958190918,20.01000022888184,2.266789800028349,,,,,
2018-01-10,19.600000381469727,19.25,19.600000381469727,19.5,20100.0,18.28338050842285,19.450000127156574,-84.42120849749212,,,,,
2018-01-11,20.0,19.38999938964844,19.450000762939453,19.850000381469727,23400.0,18.611541748046875,19.746666590372726,-53.41554425057458,,,,,
2018-01-12,19.920000076293945,19.25,19.850000381469727,19.350000381469727,24900.0,18.142736434936523,19.50666681925456,-66.69094411372473,,,,,
2018-01-16,19.399999618530273,18.549999237060547,19.350000381469727,18.75,37400.0,17.580171585083008,18.899999618530273,-145.89197341844118,,,,,
2018-01-17,19.200000762939453,18.75,18.799999237060547,19.100000381469727,16000.0,17.908334732055664,19.016667048136394,-70.03941621576514,,,,,
2018-01-18,19.049999237060547,18.299999237060547,19.049999237060547,18.850000381469727,22500.0,17.673933029174805,18.73333295186361,-83.58250266988404,,,,,
2018-01-19,19.299999237060547,18.5,18.850000381469727,19.149999618530273,17800.0,17.955217361450195,18.98333295186361,-15.552541934638743,,,,,
2018-01-22,19.57999992370605,18.68000030517578,19.100000381469727,19.299999237060547,31800.0,18.095855712890625,19.18666648864746,125.94252530326212,,,,,
2018-01-23,19.350000381469727,18.75,19.350000381469727,18.75,18100.0,17.580171585083008,18.950000127156574,-15.113210955575065,,,,,
2018-01-24,19.09000015258789,18.649999618530273,18.700000762939453,18.850000381469727,11700.0,17.673933029174805,18.863333384195965,-45.97689053675857,,,,,
2018-01-25,18.799999237060547,18.25,18.799999237060547,18.350000381469727,12800.0,17.205127716064453,18.46666653951009,-156.79017718002225,,,,,
2018-01-26,18.5,17.600000381469727,18.5,17.600000381469727,26900.0,16.501922607421875,17.900000254313152,-131.51924568983472,,,,,
2018-01-29,18.299999237060547,17.100000381469727,17.25,17.950000762939453,52100.0,16.830081939697266,17.78333346048991,-92.15568783277884,,,,,
2018-01-30,18.200000762939453,17.610000610351562,17.950000762939453,17.850000381469727,24700.0,16.736326217651367,17.886667251586914,-50.40086892987133,19.157500076293946,,,,
