Date,High,Low,Open,Close,Volume,Adj Close
2020-02-25,10.399999618530273,10.329999923706055,10.350000381469727,10.399999618530273,63900,10.399999618530273
2020-02-26,10.399999618530273,10.09000015258789,10.399999618530273,10.1899995803833,120400,10.1899995803833
2020-02-27,10.119999885559082,9.960000038146973,10.039999961853027,10.010000228881836,31200,10.010000228881836
2020-02-28,10.09000015258789,9.890000343322754,10.050000190734863,9.979999542236328,61400,9.979999542236328
2020-03-02,10.239999771118164,9.9399995803833,9.970000267028809,10.130000114440918,33500,10.130000114440918
2020-03-03,10.5,10.109999656677246,10.109999656677246,10.279999732971191,108100,10.279999732971191
2020-03-04,10.710000038146973,10.229999542236328,10.229999542236328,10.319999694824219,39100,10.319999694824219
2020-03-05,10.609999656677246,10.420000076293945,10.420000076293945,10.470000267028809,53600,10.470000267028809
2020-03-06,10.640000343322754,10.420000076293945,10.449999809265137,10.470000267028809,22000,10.470000267028809
2020-03-09,10.479999542236328,8.720000267028809,10.479999542236328,9.5600004196167,20700,9.5600004196167
2020-03-10,9.979999542236328,9.479999542236328,9.489999771118164,9.520000457763672,22100,9.520000457763672
2020-03-11,9.890000343322754,9.029999732971191,9.890000343322754,9.220000267028809,19900,9.220000267028809
2020-03-12,9.020000457763672,7.900000095367432,8.34000015258789,7.900000095367432,68400,7.900000095367432
2020-03-13,8.149999618530273,7.679999828338623,7.900000095367432,7.690000057220459,56100,7.690000057220459
2020-03-16,7.989999771118164,6.690000057220459,7.400000095367432,7.0,122700,7.0
2020-03-17,6.829999923706055,5.309999942779541,6.829999923706055,5.309999942779541,84500,5.309999942779541
2020-03-18,5.690000057220459,2.9000000953674316,5.690000057220459,3.0799999237060547,106700,3.0799999237060547
2020-03-19,3.9000000953674316,2.799999952316284,3.0199999809265137,3.8399999141693115,95900,3.8399999141693115
2020-03-20,5.300000190734863,3.380000114440918,3.690000057220459,5.039999961853027,47600,5.039999961853027
2020-03-23,5.840000152587891,5.150000095367432,5.380000114440918,5.800000190734863,65500,5.800000190734863
2020-03-24,5.460000038146973,4.050000190734863,5.03000020980835,4.960000038146973,107500,4.960000038146973
2020-03-25,5.929999828338623,4.179999828338623,5.0,4.519999980926514,295800,4.519999980926514
2020-03-26,4.889999866485596,4.5,4.5,4.5,77700,4.5
2020-03-27,4.539999961853027,4.039999961853027,4.519999980926514,4.46999979019165,37600,4.46999979019165
2020-03-30,4.659999847412109,4.300000190734863,4.659999847412109,4.329999923706055,17300,4.329999923706055
2020-03-31,4.389999866485596,4.099999904632568,4.320000171661377,4.110000133514404,5000,4.110000133514404
2020-04-01,4.099999904632568,3.8499999046325684,3.9700000286102295,3.8499999046325684,30700,3.8499999046325684
2020-04-02,3.9100000858306885,3.3499999046325684,3.759999990463257,3.380000114440918,37100,3.380000114440918
2020-04-03,3.390000104904175,2.930000066757202,3.390000104904175,3.0,56800,3.0
2020-04-06,3.2899999618530273,2.9100000858306885,3.259999990463257,2.930000066757202,22000,2.930000066757202
2020-04-07,3.309999942779541,2.930000066757202,3.049999952316284,2.940000057220459,22700,2.940000057220459
2020-04-08,3.390000104904175,2.859999895095825,2.859999895095825,3.259999990463257,35200,3.259999990463257
2020-04-09,4.199999809265137,3.5199999809265137,3.619999885559082,3.5999999046325684,68300,3.5999999046325684
2020-04-13,4.0,3.5,3.7899999618530273,3.880000114440918,32700,3.880000114440918
2020-04-14,4.269999980926514,3.880000114440918,4.269999980926514,3.930000066757202,41200,3.930000066757202
2020-04-15,3.9100000858306885,3.5999999046325684,3.9000000953674316,3.700000047683716,18900,3.700000047683716
2020-04-16,3.7300000190734863,3.569999933242798,3.700000047683716,3.5799999237060547,18100,3.5799999237060547
2020-04-17,3.75,3.5399999618530273,3.5999999046325684,3.5899999141693115,14800,3.5899999141693115
2020-04-20,3.8299999237060547,3.5199999809265137,3.7300000190734863,3.569999933242798,19600,3.569999933242798
2020-04-21,3.7799999713897705,3.5,3.690000057220459,3.5,8000,3.5
2020-04-22,3.700000047683716,3.549999952316284,3.5899999141693115,3.690000057220459,10600,3.690000057220459
2020-04-23,3.680000066757202,3.5,3.6700000762939453,3.5799999237060547,10600,3.5799999237060547
2020-04-24,3.740000009536743,3.559999942779541,3.559999942779541,3.619999885559082,11400,3.619999885559082
2020-04-27,3.740000009536743,3.5,3.740000009536743,3.549999952316284,34500,3.549999952316284
2020-04-28,3.8299999237060547,3.4200000762939453,3.8299999237060547,3.6600000858306885,49900,3.6600000858306885
2020-04-29,3.75,3.4700000286102295,3.4700000286102295,3.5299999713897705,94100,3.5299999713897705
2020-04-30,3.809999942779541,3.5999999046325684,3.799999952316284,3.7100000381469727,53200,3.7100000381469727
2020-05-01,3.799999952316284,3.5299999713897705,3.799999952316284,3.680000066757202,14200,3.680000066757202
2020-05-04,3.7200000286102295,3.549999952316284,3.6700000762939453,3.6500000953674316,13300,3.6500000953674316
2020-05-05,3.700000047683716,3.549999952316284,3.5999999046325684,3.549999952316284,10900,3.549999952316284
2020-05-06,3.680000066757202,3.380000114440918,3.680000066757202,3.5,29600,3.5
2020-05-07,3.6500000953674316,3.25,3.6500000953674316,3.4800000190734863,8600,3.4800000190734863
2020-05-08,3.619999885559082,3.3499999046325684,3.380000114440918,3.440000057220459,14400,3.440000057220459
2020-05-11,3.5,3.4000000953674316,3.5,3.4100000858306885,20700,3.4100000858306885
2020-05-12,3.4200000762939453,3.1500000953674316,3.4000000953674316,3.1500000953674316,22700,3.1500000953674316
2020-05-13,3.240000009536743,2.8399999141693115,3.240000009536743,3.0199999809265137,30000,3.0199999809265137
2020-05-14,3.0999999046325684,2.759999990463257,3.0999999046325684,2.8299999237060547,32700,2.8299999237060547
2020-05-15,3.25,2.8499999046325684,2.8499999046325684,2.9000000953674316,22700,2.9000000953674316
2020-05-18,3.3499999046325684,3.0899999141693115,3.0999999046325684,3.2300000190734863,41800,3.2300000190734863
2020-05-19,3.3499999046325684,3.109999895095825,3.3399999141693115,3.3399999141693115,15100,3.3399999141693115
2020-05-20,3.490000009536743,3.319999933242798,3.490000009536743,3.4000000953674316,27400,3.4000000953674316
2020-05-21,3.509999990463257,3.2799999713897705,3.3499999046325684,3.2799999713897705,28100,3.2799999713897705
2020-05-22,3.430000066757202,3.109999895095825,3.390000104904175,3.1700000762939453,37100,3.1700000762939453
2020-05-26,3.440000057220459,3.1700000762939453,3.440000057220459,3.380000114440918,28800,3.380000114440918
2020-05-27,3.75,3.359999895095825,3.490000009536743,3.75,43100,3.75
2020-05-28,4.389999866485596,3.9000000953674316,3.940000057220459,4.380000114440918,80800,4.380000114440918
2020-05-29,4.889999866485596,4.050000190734863,4.480000019073486,4.75,57400,4.75
2020-06-01,4.699999809265137,4.300000190734863,4.699999809265137,4.46999979019165,21700,4.46999979019165
2020-06-02,4.699999809265137,4.5,4.570000171661377,4.639999866485596,34300,4.639999866485596
